id,price
0,4513.43
1,1057.76
2,16993.26
3,6342.08
4,1589.46
5,2295.04
6,1906.07
7,1864.96
8,3150.67
9,14641.65
10,3657.54
11,602.88
12,774.19
13,4118.14
14,873.5
15,4650.05
16,1547.21
17,4047.13
18,601.62
19,3516.34
20,897.87
21,8397.15
22,742.64
23,11292.01
24,4519.5
25,6613.94
26,5194.55
27,607.91
28,2230.18
29,15464.81
30,659.17
31,4731.81
32,9268.67
33,6382.97
34,1686.26
35,1611.0
36,603.56
37,2288.19
38,15302.93
39,388.75
40,875.76
41,5995.54
42,2307.1
43,5039.27
44,2012.79
45,1366.31
46,5491.14
47,5674.68
48,3590.68
49,1342.25
50,509.74
51,744.31
52,627.2
53,2717.35
54,4819.58
55,783.17
56,4494.56
57,1897.2
58,2462.0
59,930.41
60,5892.09
61,7198.86
62,1317.34
63,4449.13
64,4062.99
65,7038.43
66,2833.99
67,3729.14
68,765.54
69,736.91
70,5022.82
71,4315.26
72,1445.06
73,4697.6
74,2763.34
75,16887.17
76,14963.37
77,13051.48
78,801.44
79,11153.4
80,3680.98
81,5951.67
82,5959.85
83,12208.73
84,6457.29
85,12214.36
86,1757.89
87,8584.93
88,1165.26
89,1759.96
90,13639.85
91,5124.37
92,1759.69
93,968.89
94,2347.13
95,957.07
96,1034.58
97,3439.51
98,944.39
99,9316.93
100,884.71
101,1880.06
102,3315.75
103,949.03
104,5785.21
105,953.81
106,8670.71
107,1003.04
108,688.55
109,4455.17
110,2578.49
111,6328.56
112,1410.7
113,695.46
114,4417.23
115,2516.86
116,16851.58
117,1465.79
118,1135.26
119,760.26
120,479.35
121,13507.79
122,448.31
123,3347.57
124,11476.43
125,932.21
126,1199.33
127,2285.44
128,2661.58
129,4162.79
130,1493.84
131,2003.84
132,696.87
133,711.7
134,615.42
135,2794.85
136,460.62
137,1926.57
138,5328.03
139,3209.62
140,491.0
141,8654.54
142,1261.23
143,15319.18
144,4468.46
145,765.1
146,1608.31
147,16362.91
148,11616.05
149,5341.83
150,4315.2
151,10286.59
152,672.01
153,2365.3
154,4269.1
155,4992.68
156,7071.89
157,13717.55
158,2173.56
159,12672.76
160,2731.22
161,4018.91
162,500.68
163,4761.1
164,2520.24
165,883.99
166,818.03
167,4296.01
168,3464.88
169,15881.23
170,10156.38
171,10718.8
172,1916.93
173,12440.52
174,600.6
175,771.52
176,910.85
177,710.92
178,1252.9
179,5069.58
180,1110.43
181,1976.77
182,2697.66
183,682.91
184,3096.27
185,534.07
186,5873.97
187,5690.63
188,7940.99
189,14833.19
190,8099.28
191,2861.73
192,2412.2
193,805.32
194,3951.05
195,7391.65
196,3367.39
197,6603.91
198,2109.31
199,12250.32
200,859.65
201,937.1
202,904.79
203,6667.0
204,5350.13
205,6430.11
206,1193.7
207,2146.79
208,8194.42
209,4267.83
210,562.34
211,4930.61
212,2693.88
213,1454.13
214,1351.97
215,11497.51
216,1305.93
217,4819.58
218,5806.4
219,576.43
220,2191.77
221,2813.99
222,5747.25
223,1516.2
224,816.43
225,641.74
226,2409.99
227,6041.01
228,916.32
229,621.45
230,3923.88
231,3599.91
232,7199.97
233,793.85
234,817.25
235,2173.29
236,515.66
237,2520.76
238,5078.61
239,2919.75
240,427.44
241,2887.56
242,15571.56
243,725.76
244,1532.52
245,1171.13
246,2384.15
247,851.44
248,11387.53
249,681.11
250,1176.28
251,1511.8
252,1366.99
253,656.38
254,596.14
255,571.87
256,13088.63
257,881.48
258,695.9
259,12233.8
260,487.37
261,6891.69
262,6623.99
263,5342.86
264,1662.47
265,9331.67
266,3413.16
267,2509.08
268,658.9
269,1573.33
270,942.9
271,4656.04
272,3725.91
273,994.97
274,8687.07
275,546.21
276,1316.61
277,3744.22
278,513.59
279,2316.62
280,1065.64
281,11372.48
282,2162.24
283,7082.49
284,471.48
285,11187.81
286,9389.26
287,2516.13
288,733.2
289,1288.64
290,780.97
291,5792.56
292,1395.22
293,14172.29
294,515.99
295,10609.71
296,2722.12
297,1701.43
298,898.67
299,2808.82
300,10663.07
301,1765.51
302,2696.39
303,3825.77
304,6184.67
305,1965.2
306,908.08
307,517.73
308,893.75
309,8672.28
310,1635.25
311,4755.04
312,14726.53
313,1418.59
314,6619.47
315,5701.85
316,876.72
317,8058.34
318,6347.2
319,3110.26
320,1846.26
321,3533.3
322,946.42
323,640.98
324,688.73
325,4459.93
326,851.76
327,753.61
328,3125.75
329,3260.57
330,15878.41
331,2823.68
332,2203.47
333,739.92
334,6529.93
335,3987.49
336,4742.93
337,474.27
338,793.4
339,10549.13
340,773.52
341,439.63
342,714.26
343,2040.01
344,730.0
345,3500.96
346,2042.11
347,3907.47
348,6837.26
349,2579.04
350,633.73
351,1950.5
352,6593.56
353,1830.09
354,898.6
355,14513.97
356,7581.78
357,917.54
358,844.16
359,16630.05
360,2694.94
361,7065.74
362,2169.42
363,3024.54
364,14507.77
365,590.45
366,5441.44
367,1880.62
368,3159.56
369,12801.2
370,8183.98
371,2536.91
372,856.55
373,2758.82
374,10417.77
375,7597.32
376,2842.22
377,1900.03
378,4083.59
379,5057.23
380,1314.44
381,2923.64
382,868.54
383,1338.46
384,9984.36
385,2100.04
386,3616.27
387,14117.88
388,906.31
389,722.15
390,1655.64
391,3601.1
392,1453.71
393,801.98
394,14333.39
395,7691.01
396,824.82
397,5630.97
398,2579.37
399,1709.64
400,3222.47
401,978.41
402,11484.53
403,4768.78
404,4558.57
405,812.39
406,1032.15
407,4363.51
408,8872.13
409,2353.11
410,12504.8
411,5381.99
412,2139.72
413,804.69
414,4591.72
415,735.71
416,4623.82
417,3460.87
418,1704.79
419,6888.25
420,3696.57
421,1931.99
422,5383.66
423,2431.61
424,15100.12
425,2505.34
426,6452.13
427,3561.99
428,1227.28
429,2602.63
430,4854.92
431,1159.29
432,2484.46
433,7071.95
434,8439.0
435,13323.15
436,800.57
437,1258.13
438,920.49
439,5417.62
440,631.99
441,1520.66
442,15434.14
443,1001.63
444,822.2
445,656.21
446,3046.5
447,2629.58
448,892.17
449,840.59
450,11489.18
451,5550.73
452,8756.65
453,7039.0
454,604.43
455,622.37
456,15046.54
457,494.34
458,631.38
459,772.94
460,2946.27
461,16133.37
462,2824.95
463,6232.36
464,5143.74
465,3493.2
466,1292.61
467,581.61
468,1132.91
469,425.46
470,691.72
471,1090.42
472,2716.84
473,3455.45
474,4923.24
475,2164.15
476,837.34
477,1396.39
478,5986.32
479,3305.91
480,7352.77
481,2864.49
482,728.45
483,1270.59
484,6258.87
485,939.27
486,5242.33
487,1041.42
488,2560.26
489,900.97
490,2579.94
491,609.56
492,1010.92
493,3025.42
494,915.92
495,2259.15
496,5095.27
497,994.8
498,8767.52
499,1734.49
500,800.42
501,2963.29
502,826.82
503,1901.28
504,1268.19
505,3722.01
506,772.49
507,9074.97
508,691.28
509,6910.87
510,830.83
511,10553.67
512,1532.19
513,15596.9
514,2097.22
515,981.97
516,7250.47
517,6178.23
518,2827.54
519,838.43
520,1118.92
521,9992.78
522,542.21
523,1454.87
524,4222.74
525,484.47
526,12168.74
527,3546.96
528,440.16
529,604.92
530,939.15
531,486.85
532,851.02
533,825.84
534,2459.38
535,1289.53
536,2246.66
537,1640.99
538,3469.66
539,4545.92
540,2231.61
541,7150.4
542,3062.15
543,5034.74
544,2402.08
545,9474.92
546,1332.74
547,4251.52
548,441.97
549,941.29
550,582.56
551,748.9
552,1160.31
553,846.57
554,2050.75
555,741.89
556,6244.37
557,1889.06
558,1022.52
559,4372.05
560,4832.96
561,588.12
562,868.64
563,6089.34
564,493.77
565,1494.12
566,13941.86
567,2266.38
568,16659.28
569,1112.45
570,3954.55
571,4617.16
572,5260.32
573,13401.4
574,1384.6
575,2376.22
576,1387.83
577,16335.36
578,3593.54
579,7640.74
580,3411.15
581,5934.44
582,6028.8
583,452.7
584,7202.02
585,1724.71
586,4835.84
587,1926.84
588,2183.58
589,1461.76
590,635.99
591,2856.46
592,4793.81
593,3902.44
594,1305.29
595,767.07
596,4971.71
597,2173.32
598,1352.11
599,683.85
600,9077.44
601,6602.7
602,6954.36
603,534.35
604,14162.83
605,657.47
606,1806.37
607,5216.04
608,3742.6
609,9254.37
610,1714.4
611,879.89
612,4396.86
613,4858.86
614,874.61
615,4324.68
616,1446.48
617,1593.16
618,666.96
619,1522.45
620,6724.01
621,673.32
622,847.16
623,4108.71
624,525.91
625,12038.18
626,3676.13
627,720.24
628,5026.28
629,484.45
630,636.45
631,1424.55
632,4916.11
633,2971.61
634,5906.67
635,5042.77
636,989.77
637,1320.43
638,5951.45
639,9052.65
640,6660.62
641,1029.25
642,1748.63
643,3988.43
644,543.12
645,602.92
646,2562.86
647,494.78
648,555.94
649,11494.41
650,7375.31
651,761.8
652,7092.74
653,16215.02
654,1528.28
655,1884.36
656,497.01
657,739.44
658,6683.79
659,5621.24
660,2209.49
661,10396.91
662,3719.77
663,444.79
664,10272.24
665,941.51
666,710.97
667,603.15
668,894.81
669,664.24
670,11740.93
671,4445.36
672,1812.1
673,7176.38
674,4854.08
675,5414.94
676,17020.19
677,4201.88
678,10138.4
679,3653.77
680,851.25
681,11075.13
682,742.3
683,4439.22
684,1307.95
685,3132.49
686,6177.33
687,627.47
688,3744.51
689,2109.17
690,6631.35
691,4945.31
692,2265.77
693,8493.1
694,9587.37
695,5813.89
696,603.05
697,3261.46
698,7298.42
699,8619.22
700,1156.02
701,2620.29
702,15135.34
703,2092.89
704,476.31
705,1692.07
706,813.84
707,6255.95
708,2525.23
709,5157.42
710,6310.34
711,9978.74
712,4247.99
713,4247.06
714,4192.72
715,1717.88
716,3247.4
717,1174.31
718,862.67
719,828.33
720,4860.92
721,5167.33
722,3699.45
723,916.45
724,1152.52
725,1734.59
726,4968.91
727,1625.04
728,606.24
729,4581.79
730,805.54
731,2768.11
732,11019.08
733,4233.48
734,3565.85
735,748.44
736,883.26
737,3174.27
738,15027.28
739,4472.56
740,862.84
741,523.33
742,8257.61
743,4313.88
744,9279.63
745,9927.87
746,13097.31
747,9030.38
748,8187.21
749,8526.37
750,6605.48
751,2914.75
752,824.07
753,456.35
754,12728.29
755,934.81
756,872.27
757,11464.49
758,4406.09
759,1128.42
760,1285.59
761,5246.88
762,14097.38
763,667.17
764,1357.93
765,3580.35
766,1632.05
767,4367.43
768,2686.88
769,4402.43
770,2330.08
771,792.9
772,7211.6
773,4079.67
774,3290.23
775,1229.99
776,418.99
777,3458.45
778,2386.02
779,757.23
780,866.28
781,998.43
782,2710.03
783,1829.56
784,3836.64
785,584.44
786,2731.62
787,10988.21
788,11953.54
789,896.87
790,728.34
791,2245.19
792,4058.78
793,1062.3
794,1590.07
795,931.09
796,4881.56
797,5249.14
798,5307.61
799,14584.55
800,652.24
801,1036.72
802,6671.85
803,835.74
804,2424.3
805,765.76
806,889.13
807,1689.25
808,613.37
809,1492.06
810,802.83
811,2829.35
812,503.32
813,2331.7
814,1003.62
815,3483.3
816,3121.9
817,5102.65
818,2405.74
819,1031.04
820,1339.46
821,2639.91
822,4596.94
823,6344.87
824,1850.53
825,665.03
826,3064.42
827,3806.76
828,2952.07
829,671.3
830,861.91
831,1163.34
832,1936.19
833,8345.13
834,10415.87
835,6703.06
836,880.23
837,13054.51
838,4646.43
839,888.28
840,810.35
841,4633.3
842,7088.31
843,15183.01
844,3392.61
845,2416.65
846,6652.21
847,13870.01
848,1693.83
849,4768.74
850,1295.65
851,9766.84
852,1222.75
853,3903.37
854,1118.3
855,498.42
856,2538.29
857,4493.69
858,14032.48
859,2530.46
860,5089.11
861,601.03
862,1701.49
863,6486.47
864,2208.03
865,2214.26
866,2897.52
867,2101.75
868,1754.92
